bibItem,creatorstatement,listpos,fullName,fullName_recon_Wikidata,Wikidata_Qid,givenName,lastName,creatoritem
https://monumenta.wikibase.cloud/entity/Q319,https://monumenta.wikibase.cloud/entity/statement/Q319-099AB219-0436-4EC1-9AEF-DCFF41E2C3FA,1,Antonio Griera,Antonio Griera y Gaja,Q11905856,Antonio,Griera,t6960
https://monumenta.wikibase.cloud/entity/Q320,https://monumenta.wikibase.cloud/entity/statement/Q320-C5B37FB5-5662-44C6-9FDA-174E65125F4B,1,Pablo de Zamarripa y Uraga,Pablo de Zamarripa y Uraga,,Pablo de,Zamarripa y Uraga,t7014
https://monumenta.wikibase.cloud/entity/Q321,https://monumenta.wikibase.cloud/entity/statement/Q321-F35FE4D6-77B3-437D-B253-B8D0C1031961,1,José María Iribarren,José María Iribarren,Q8578973,José María,Iribarren,t6994
https://monumenta.wikibase.cloud/entity/Q322,https://monumenta.wikibase.cloud/entity/statement/Q322-B080AE0C-903D-458F-96AB-C540045C49B2,2,Pierre Lafitte,Pierre Lafitte Ithurralde,Q3138345,Pierre,Lafitte,t6978
https://monumenta.wikibase.cloud/entity/Q322,https://monumenta.wikibase.cloud/entity/statement/Q322-F6A61891-78C4-4C4E-8F47-47586EECA76F,1,Ph. Aranart,Ph. Aranart,,Ph.,Aranart,t6988
https://monumenta.wikibase.cloud/entity/Q324,https://monumenta.wikibase.cloud/entity/statement/Q324-9A3E1E2B-E694-4DA7-9313-2DBA0176DEB8,1,Luis Michelena,Koldo Mitxelena,Q2457804,Luis,Michelena,t6992
https://monumenta.wikibase.cloud/entity/Q327,https://monumenta.wikibase.cloud/entity/statement/Q327-2758DA8B-D819-4255-9EF7-4925579895D0,1,José María Iribarren,José María Iribarren,Q8578973,José María,Iribarren,t6967
https://monumenta.wikibase.cloud/entity/Q328,https://monumenta.wikibase.cloud/entity/statement/Q328-F3F03A00-8108-4408-A524-9931AE6EC37D,1,Juan Gorostiaga Bilbao,Juan Gorostiaga,Q3187662,Juan,Gorostiaga Bilbao,t7029
https://monumenta.wikibase.cloud/entity/Q329,https://monumenta.wikibase.cloud/entity/statement/Q329-EBCF4181-CAA3-48F3-91E2-C0CA06595BFB,1,Sabin de Arana-Goiri,Sabino Arana,Q332663,Sabin de,Arana-Goiri,t7031
https://monumenta.wikibase.cloud/entity/Q330,https://monumenta.wikibase.cloud/entity/statement/Q330-AF010D89-AD87-456C-980E-05E15DBAC67A,1,Sabino de Arana y Goiri,Sabino Arana,Q332663,Sabino de,Arana y Goiri,t7030
https://monumenta.wikibase.cloud/entity/Q331,https://monumenta.wikibase.cloud/entity/statement/Q331-2DF158EC-539D-4B08-8232-63D18070017B,1,Jacques Allières,Jacques Allières,Q1677876,Jacques,Allières,t6972
https://monumenta.wikibase.cloud/entity/Q220,https://monumenta.wikibase.cloud/entity/statement/Q220-A3DF1C8D-8EB0-43BD-A3C6-7C6294364894,1,Gustave Brunet,Pierre Gustave Brunet,Q578213,Gustave,Brunet,t3280
https://monumenta.wikibase.cloud/entity/Q221,https://monumenta.wikibase.cloud/entity/statement/Q221-2DD26350-72D5-42DC-AAFB-8E4FF5C92B82,1,Charles Videgain,Charles Videgain,Q2960394,Charles,Videgain,t3275
https://monumenta.wikibase.cloud/entity/Q228,https://monumenta.wikibase.cloud/entity/statement/Q228-84FE5A46-7C3F-4264-A0A2-F817AA09899E,1,Edward Spencer Dodgson,Edward Spencer Dodgson,Q12256501,Edward Spencer,Dodgson,t3761
https://monumenta.wikibase.cloud/entity/Q231,https://monumenta.wikibase.cloud/entity/statement/Q231-B16BE661-E517-442C-B1DE-1596390BA082,1,Juan de Perochegui,Joan Perotxegi,Q77238970,Juan de,Perochegui,t3772
https://monumenta.wikibase.cloud/entity/Q235,https://monumenta.wikibase.cloud/entity/statement/Q235-21609B6B-71F1-49D6-B29B-E63C16DB7469,2,Koldo Zuazo,Koldo Zuazo,Q3138338,Koldo,Zuazo,t3797
https://monumenta.wikibase.cloud/entity/Q235,https://monumenta.wikibase.cloud/entity/statement/Q235-8F418632-B521-42A2-98B1-A35DFF047D45,1,Endrike Knörr,Henrike Knörr,Q1151540,Endrike,Knörr,t3774
https://monumenta.wikibase.cloud/entity/Q240,https://monumenta.wikibase.cloud/entity/statement/Q240-F4EA0069-E426-4B6C-B2A4-BC4DF58F1B9E,1,Wentworth Webster,Wentworth Webster,Q3567291,Wentworth,Webster,t3800
https://monumenta.wikibase.cloud/entity/Q244,https://monumenta.wikibase.cloud/entity/statement/Q244-0F397771-E0B4-4636-9A13-688085573F9A,1,Charles Videgain,Charles Videgain,Q2960394,Charles,Videgain,t3784
https://monumenta.wikibase.cloud/entity/Q245,https://monumenta.wikibase.cloud/entity/statement/Q245-836CE5AB-01B9-42C0-8645-67D6E0D6C81F,1,Gustave Brunet,Pierre Gustave Brunet,Q578213,Gustave,Brunet,t3968
https://monumenta.wikibase.cloud/entity/Q247,https://monumenta.wikibase.cloud/entity/statement/Q247-AD502388-0772-445D-9A8F-9925703B6D9A,1,Patrizio Urkizu Sarasua,Patrizio Urkizu Sarasua,,Patrizio,Urkizu Sarasua,t3961
https://monumenta.wikibase.cloud/entity/Q251,https://monumenta.wikibase.cloud/entity/statement/Q251-1440A54A-BB69-4DAC-82BA-72C9D1E08480,1,Juan de Perochegui,Joan Perotxegi,Q77238970,Juan de,Perochegui,t4030
https://monumenta.wikibase.cloud/entity/Q252,https://monumenta.wikibase.cloud/entity/statement/Q252-94C8C75F-4E7B-43C2-B90D-F5B76D10C7C5,1,Koldo Mitxelena,Koldo Mitxelena,,Koldo,Mitxelena,t4206
https://monumenta.wikibase.cloud/entity/Q252,https://monumenta.wikibase.cloud/entity/statement/Q252-97AF3EF6-BB38-47D6-BADE-354DCD3D9A19,2,Manuel Agud,Manuel Agud,Q11690530,Manuel,Agud,t4212
https://monumenta.wikibase.cloud/entity/Q253,https://monumenta.wikibase.cloud/entity/statement/Q253-69BF13A3-6158-401A-BCDC-8AC9CE78F544,1,Manuel Agud,Manuel Agud,Q11690530,Manuel,Agud,t4196
https://monumenta.wikibase.cloud/entity/Q253,https://monumenta.wikibase.cloud/entity/statement/Q253-D6C42742-7ABC-4A8C-A7F0-9FF840209A84,2,Luis Michelena,Koldo Mitxelena,Q2457804,Luis,Michelena,t4197
https://monumenta.wikibase.cloud/entity/Q254,https://monumenta.wikibase.cloud/entity/statement/Q254-53A992CD-C0E8-433C-B6C9-38AA76BCA379,1,Endrike Knörr,Henrike Knörr,Q1151540,Endrike,Knörr,t4199
https://monumenta.wikibase.cloud/entity/Q254,https://monumenta.wikibase.cloud/entity/statement/Q254-65129A8D-22EC-4CBD-92FB-71C02D7A9986,2,Koldo Zuazo,Koldo Zuazo,Q3138338,Koldo,Zuazo,t4205
https://monumenta.wikibase.cloud/entity/Q260,https://monumenta.wikibase.cloud/entity/statement/Q260-40C748D7-999B-429E-9303-DB72349F4A00,1,Luis Villasante,Luis Villasante,Q3068803,Luis,Villasante,t4500
https://monumenta.wikibase.cloud/entity/Q261,https://monumenta.wikibase.cloud/entity/statement/Q261-A895974C-D665-456F-AF80-3E7BB6031811,1,Patri Urkizu,Patri Urkizu,Q12265588,Patri,Urkizu,t4503
https://monumenta.wikibase.cloud/entity/Q271,https://monumenta.wikibase.cloud/entity/statement/Q271-2284EDEB-31D8-4996-8B5A-6AB51D3C4494,1,Fidel Fita,Fidel Fita y Colomé,Q8961578,Fidel,Fita,t5036
https://monumenta.wikibase.cloud/entity/Q280,https://monumenta.wikibase.cloud/entity/statement/Q280-A276CF0F-67F5-439C-A0BE-A9A028421DD1,1,Patxi Altuna,Patxi Altuna,Q3370189,Patxi,Altuna,t5023
https://monumenta.wikibase.cloud/entity/Q300,https://monumenta.wikibase.cloud/entity/statement/Q300-81C724DC-0BD2-4013-9B6C-F19CBA608B11,1,Pío de Zuazua,Pío de Zuazua,,Pío de,Zuazua,t5588
https://monumenta.wikibase.cloud/entity/Q317,https://monumenta.wikibase.cloud/entity/statement/Q317-AEB8C181-8A20-4DF9-9616-449517FEC952,1,Bernardo Estornés Lasa,Bernardo Estornés Lasa,Q2898950,Bernardo,Estornés Lasa,t6966
https://monumenta.wikibase.cloud/entity/Q375,https://monumenta.wikibase.cloud/entity/statement/Q375-DE84ED76-8B0D-4241-9627-089ECE95F5DD,1,A. M. Labaien,A. M. Labaien,,A. M.,Labaien,t8225
https://monumenta.wikibase.cloud/entity/Q395,https://monumenta.wikibase.cloud/entity/statement/Q395-05AB51FF-B84B-47D1-8794-E79514EC3F2E,2,Xabier Alberdi,Xabier Alberdi,,Xabier,Alberdi,t8742
https://monumenta.wikibase.cloud/entity/Q395,https://monumenta.wikibase.cloud/entity/statement/Q395-1FA2196E-ABFC-42FE-83DE-4875A70A02F9,1,Pello Salaburu,Pello Salaburu Etxeberria,Q788115,Pello,Salaburu,t8741
https://monumenta.wikibase.cloud/entity/Q401,https://monumenta.wikibase.cloud/entity/statement/Q401-6EB467C4-1587-4AF0-8A08-06C0BD5CFD46,1,Thomas Magay,Thomas Magay,,Thomas,Magay,t9036
https://monumenta.wikibase.cloud/entity/Q401,https://monumenta.wikibase.cloud/entity/statement/Q401-BA9C91B8-A001-4437-B535-CDA59B9F9A95,2,Judith Zigány,Judith Zigány,,Judith,Zigány,t9034
https://monumenta.wikibase.cloud/entity/Q402,https://monumenta.wikibase.cloud/entity/statement/Q402-12FCA524-F762-4AEC-AA1E-D87DC8CB4BC3,3,Egbert Lehmann,Egbert Lehmann,,Egbert,Lehmann,t9041
https://monumenta.wikibase.cloud/entity/Q402,https://monumenta.wikibase.cloud/entity/statement/Q402-17E05334-9DFF-4FF5-844F-42FBF3A0E807,4,Christian Rohrer,Christian Rohrer,,Christian,Rohrer,t9032
https://monumenta.wikibase.cloud/entity/Q402,https://monumenta.wikibase.cloud/entity/statement/Q402-2D6BCFD6-F6CB-44E1-A310-89EE4715C113,2,Stefan Evert,Stephanie Evert,Q65312439,Stefan,Evert,t9039
https://monumenta.wikibase.cloud/entity/Q402,https://monumenta.wikibase.cloud/entity/statement/Q402-CF969B89-5E06-4652-AFB4-CFDAAEABAFAE,1,Ulrich Heid,Ulrich Heid,,Ulrich,Heid,t9040
https://monumenta.wikibase.cloud/entity/Q407,https://monumenta.wikibase.cloud/entity/statement/Q407-0D2387EC-A755-4DBF-B819-4BC550F70828,1,Joseba A. Lakarra,Joseba Lakarra,Q941098,Joseba A.,Lakarra,t9225
https://monumenta.wikibase.cloud/entity/Q409,https://monumenta.wikibase.cloud/entity/statement/Q409-E1166034-252A-4F7A-A83C-58C7F14A69F1,1,Concepción Martínez Pasamar,Concepción Martínez Pasamar,,Concepción,Martínez Pasamar,t9344
https://monumenta.wikibase.cloud/entity/Q415,https://monumenta.wikibase.cloud/entity/statement/Q415-14D91905-ED22-4548-84D0-26F886C6CF87,3,Egbert Lehmann,Egbert Lehmann,,Egbert,Lehmann,t10261
https://monumenta.wikibase.cloud/entity/Q415,https://monumenta.wikibase.cloud/entity/statement/Q415-3DD3873F-0218-4B8E-A269-422E0A3348A0,4,Christian Rohrer,Christian Rohrer,,Christian,Rohrer,t10246
https://monumenta.wikibase.cloud/entity/Q415,https://monumenta.wikibase.cloud/entity/statement/Q415-425B0D7B-0132-40B6-94EB-CE40A5D9019F,1,Ulrich Heid,Ulrich Heid,,Ulrich,Heid,t10298
https://monumenta.wikibase.cloud/entity/Q415,https://monumenta.wikibase.cloud/entity/statement/Q415-88CD5E83-07AE-47F7-9BE5-0CCCE0860199,2,Stefan Evert,Stephanie Evert,Q65312439,Stefan,Evert,t10188
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-080FF4F8-4497-413C-BD1F-26280FF862C3,2,Magali Paquot,Magali Paquot,Q112468737,Magali,Paquot,t10187
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-27783894-05C1-4A8B-9C51-28654ACACA8E,1,Sylviane Granger,Sylviane Granger,Q26923739,Sylviane,Granger,t10197
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-4622AD99-E345-4E09-A068-85789EC486E5,4,Kerstin Norén,Kerstin Norén,Q4970223,Kerstin,Norén,t10276
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-56747D9D-34ED-4445-AC04-33EEEBBC2BF2,6,Catalina Röjder Papmehl,Catalina Röjder Papmehl,,Catalina Röjder,Papmehl,t10272
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-88C20B5D-6EDF-4349-B8DA-6E0F96559B28,2,Jerker Järborg,Jerker Järborg,,Jerker,Järborg,t10279
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-CCD7B15B-0000-4EE8-8D60-9B27048FA41F,5,Lena Rogström,Lena Rogström,Q109389788,Lena,Rogström,t10278
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-CED79145-2713-499F-926E-B6EAAF786B2C,3,Sven-Göran Malmgren,Sven-Göran Malmgren,Q48964222,Sven-Göran,Malmgren,t10284
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-FAAF099F-FF78-4177-B911-A57E11D9930A,1,Martin Gellerstam,Martin Gellerstam,Q109280408,Martin,Gellerstam,t10192
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-1B873A54-B74A-45F7-AB03-341EFEE2CBB1,3,Cristina Onesti,Cristina Onesti,,Cristina,Onesti,t10307
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-47F06DA4-BF7D-4396-B55D-2D51E3AF95FF,1,Elisa Corino,Elisa Corino,,Elisa,Corino,t10258
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-9E3FE232-2E88-4A4C-9E61-24097E8CC2B2,2,Carla Marello,Carla Marello,Q3658854,Carla,Marello,t10241
https://monumenta.wikibase.cloud/entity/Q441,https://monumenta.wikibase.cloud/entity/statement/Q441-4E5B5007-FCAF-44AA-A42C-9474628CFD84,2,Jon Ortiz de Urbina,Jon Mirena Ortiz de Urbina Arruabarrena,Q20582522,Jon,Ortiz de Urbina,t10934
https://monumenta.wikibase.cloud/entity/Q441,https://monumenta.wikibase.cloud/entity/statement/Q441-BD3BF4FE-80A1-4D44-98E9-CDD925F46589,1,José Ignacio Hualde,José Ignacio Hualde,Q6292505,José Ignacio,Hualde,t10880
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-70635D6C-26DD-44D2-B987-F8DF7CCC5F2A,1,Andrea Abel,Andrea Abel,,Andrea,Abel,t10900
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-878A2D32-DD57-4BE1-BB16-1A08FF111F41,2,Chiara Vettori,Chiara Vettori,,Chiara,Vettori,t10945
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-90AFE002-2617-4780-B261-A78B8270659A,3,Natascia Ralli,Natascia Ralli,,Natascia,Ralli,t10924
https://monumenta.wikibase.cloud/entity/Q446,https://monumenta.wikibase.cloud/entity/statement/Q446-9E3A1A96-B8D9-4AD2-9D2F-8CD567DA2FD0,1,Tinatin Margalitadze,Tinatin Margalitadze,,Tinatin,Margalitadze,t10888
https://monumenta.wikibase.cloud/entity/Q446,https://monumenta.wikibase.cloud/entity/statement/Q446-B6A16E1A-DE26-4764-8854-3537DE6AEE2B,2,George Meladze,George Meladze,,George,Meladze,t10906
https://monumenta.wikibase.cloud/entity/Q447,https://monumenta.wikibase.cloud/entity/statement/Q447-0764309D-FE17-467E-ADF5-C9EE100A64B1,1,Franz Josef Hausmann,Franz Josef Hausmann,Q1447496,Franz Josef,Hausmann,t10885
https://monumenta.wikibase.cloud/entity/Q447,https://monumenta.wikibase.cloud/entity/statement/Q447-55970227-0220-4FEC-AC16-32F01DAA931E,3,Herbert Ernst Wiegand,Herbert Ernst Wiegand,Q12019508,Herbert Ernst,Wiegand,t10904
https://monumenta.wikibase.cloud/entity/Q447,https://monumenta.wikibase.cloud/entity/statement/Q447-8755821B-CCA1-44C4-9055-679780604C7F,4,Ladislav Zgusta,Ladislav Zgusta,Q1755374,Ladislav,Zgusta,t10895
https://monumenta.wikibase.cloud/entity/Q447,https://monumenta.wikibase.cloud/entity/statement/Q447-9F397FB7-9310-444E-AD3A-71B00671CE37,2,Oskar Reichmann,Oskar Reichmann,Q18339939,Oskar,Reichmann,t10916
https://monumenta.wikibase.cloud/entity/Q332,https://monumenta.wikibase.cloud/entity/statement/Q332-94A9DED4-2A71-4842-BC47-A33368960ADC,1,Paul Chapuy,Paul Chapuy,,Paul,Chapuy,t6999
https://monumenta.wikibase.cloud/entity/Q333,https://monumenta.wikibase.cloud/entity/statement/Q333-7D67A1D3-D33D-4E07-891E-FBD37F413813,1,Federico Baraibar y Zumárraga,Federico Baraibar y Zumárraga,Q1276479,Federico,Baraibar y Zumárraga,t6958
https://monumenta.wikibase.cloud/entity/Q334,https://monumenta.wikibase.cloud/entity/statement/Q334-6059A4E0-0DDC-4161-8F82-66ED162E22C5,1,Ixaka Lopez-Mendizabal,Isaac López Mendizábal,Q3772654,Ixaka,Lopez-Mendizabal,t7003
https://monumenta.wikibase.cloud/entity/Q335,https://monumenta.wikibase.cloud/entity/statement/Q335-8F9405C3-2BA0-4961-888C-A83EB19342C1,1,Battit Otokégy,Battit Otokégy,,Battit,Otokégy,t6959
https://monumenta.wikibase.cloud/entity/Q336,https://monumenta.wikibase.cloud/entity/statement/Q336-02319CE0-696E-4474-81E9-0F53829F2367,1,Odón de Apraiz Buesa,Odón de Apraiz Buesa,,Odón de,Apraiz Buesa,t6976
https://monumenta.wikibase.cloud/entity/Q338,https://monumenta.wikibase.cloud/entity/statement/Q338-F9F648B7-03C2-48FD-AB1F-2F335992775B,1,Isaac López Mendizábal,Isaac López Mendizábal,Q3772654,Isaac,López Mendizábal,t6983
https://monumenta.wikibase.cloud/entity/Q339,https://monumenta.wikibase.cloud/entity/statement/Q339-E0FC6BAF-323F-42C6-8106-0A2DE3F8741F,1,Isaac Lopez Mendizabal,Isaac López Mendizábal,Q3772654,Isaac,Lopez Mendizabal,t7039
https://monumenta.wikibase.cloud/entity/Q340,https://monumenta.wikibase.cloud/entity/statement/Q340-8BE048F8-7799-4D51-BB7C-F16901C5E268,1,Isaac López-Mendizabal,Isaac López Mendizábal,Q3772654,Isaac,López-Mendizabal,t6984
https://monumenta.wikibase.cloud/entity/Q341,https://monumenta.wikibase.cloud/entity/statement/Q341-4F462707-F5F7-4C71-9DBC-1F1FFCB390E6,1,Jean Larrasquet,Jean Larrasquet,,Jean,Larrasquet,t7016
https://monumenta.wikibase.cloud/entity/Q342,https://monumenta.wikibase.cloud/entity/statement/Q342-EB2B84D8-E591-4C40-9B8A-DFD305972677,1,Isaac López-Mendizábal,Isaac López-Mendizábal,,Isaac,López-Mendizábal,t8263
https://monumenta.wikibase.cloud/entity/Q343,https://monumenta.wikibase.cloud/entity/statement/Q343-825F7007-4F75-4857-A875-1FA02FA9D973,1,Isaac López Mendizábal,Isaac López Mendizábal,Q3772654,Isaac,López Mendizábal,t8278
https://monumenta.wikibase.cloud/entity/Q344,https://monumenta.wikibase.cloud/entity/statement/Q344-DE5B3773-7BAF-4384-A529-9B5A3A91A6FA,1,Gerhard Bähr,Gerhard Bähr,Q12258409,Gerhard,Bähr,t8226
https://monumenta.wikibase.cloud/entity/Q345,https://monumenta.wikibase.cloud/entity/statement/Q345-7E5B6ED9-6266-4044-847A-E1BFBAF6E8B8,1,Isaac López Mendizábal,Isaac López Mendizábal,Q3772654,Isaac,López Mendizábal,t8271
https://monumenta.wikibase.cloud/entity/Q346,https://monumenta.wikibase.cloud/entity/statement/Q346-70BEBBFA-9E1C-4B50-A6A6-7A11B74DB786,1,Francisco Javier Arraiza,Francisco Javier Arraiza,,Francisco Javier,Arraiza,t8281
https://monumenta.wikibase.cloud/entity/Q348,https://monumenta.wikibase.cloud/entity/statement/Q348-AC86CEB1-6082-439E-8C12-84232898B4B2,1,Txomin Iakakortexarena,Txomin Iakakortexarena,,Txomin,Iakakortexarena,t8275
https://monumenta.wikibase.cloud/entity/Q349,https://monumenta.wikibase.cloud/entity/statement/Q349-329AE676-CE70-435C-A192-3DE2807D3514,1,Pablo de Zamarripa y Uraga,Pablo de Zamarripa y Uraga,,Pablo de,Zamarripa y Uraga,t8238
https://monumenta.wikibase.cloud/entity/Q350,https://monumenta.wikibase.cloud/entity/statement/Q350-0729F6BE-3561-4F7B-B6A5-D683D1DD3110,1,Isaac López-Mendizabal,Isaac López Mendizábal,Q3772654,Isaac,López-Mendizabal,t8258
https://monumenta.wikibase.cloud/entity/Q351,https://monumenta.wikibase.cloud/entity/statement/Q351-CBDDFE5A-7C30-4212-944B-919601D0D0BD,1,Isaac López-Mendizabal,Isaac López Mendizábal,Q3772654,Isaac,López-Mendizabal,t8288
https://monumenta.wikibase.cloud/entity/Q352,https://monumenta.wikibase.cloud/entity/statement/Q352-1235DDAF-1068-42EE-8747-A7885237BD80,1,Vicente Laffitte,Vicente Laffitte,,Vicente,Laffitte,t8217
https://monumenta.wikibase.cloud/entity/Q353,https://monumenta.wikibase.cloud/entity/statement/Q353-B3415EAA-A0B2-43DF-8217-B2DD4846F743,1,Cándido Izaguirre,Cándido Izaguirre,,Cándido,Izaguirre,t8283
https://monumenta.wikibase.cloud/entity/Q354,https://monumenta.wikibase.cloud/entity/statement/Q354-07A18987-CE37-4A16-A393-F99E79B1A3CF,2,Pierre Fenaille,Pierre Fenaille,,Pierre,Fenaille,t8206
https://monumenta.wikibase.cloud/entity/Q354,https://monumenta.wikibase.cloud/entity/statement/Q354-2DC6424B-BBF8-4852-97E8-FB765770ADB2,1,Bertha Mispiratçeguy,Bertha Mispiratçeguy,,Bertha,Mispiratçeguy,t8279
